,race,gender,date,zip,income,type,interest,term,principal,approved,adj_bls_2,id
913,black,female,2015-09-01,60637,42870,home,5.54030455296242,300,243354,False,0.14,AP20159-3-97
914,hispanic/latino,female,2017-08-01,60623,15273,auto,7.001572299232626,60,15392,False,1.16,AP20178-0-6
915,other,non-binary,2016-05-01,60625,15098,personal,7.92115369840642,48,3511,False,0.37,AP20165-3-69
916,other,female,2013-02-01,60615,75680,home,5.229922588594869,360,580551,True,0.15,AP20132-3-26
917,black,male,2016-05-01,60637,61353,home,1.1512751567058297,360,396813,False,0.37,AP20165-0-53
918,white,female,2015-01-01,60614,95153,auto,6.501493857782967,84,8165,True,0.11,AP20151-0-52
919,black,female,2011-12-01,60637,52988,auto,4.674007496519462,72,48126,False,0.07,AP201112-2-63
920,black,non-binary,2015-04-01,60637,57614,home,6.819327226974344,240,417352,False,0.12,AP20154-1-92
921,black,female,2012-10-01,60637,20073,auto,4.350634786218786,84,2241,False,0.16,AP201210-0-27
922,hispanic/latino,female,2017-04-01,60626,61107,home,4.407690872697454,180,466201,False,0.9,AP20174-0-81
923,white,male,2018-12-01,60626,24146,auto,6.718310381187369,72,6162,False,2.27,AP201812-3-65
924,black,male,2018-12-01,60625,136916,auto,6.033853594617728,84,29491,True,2.27,AP201812-1-47
925,hispanic/latino,female,2015-11-01,60623,10333,home,1.400273870196084,360,78565,False,0.12,AP201511-0-62
926,black,male,2015-12-01,60623,54184,personal,11.170422425593346,12,857,False,0.24,AP201512-2-84
927,white,female,2011-03-01,60626,30437,home,2.496762279300073,240,214033,False,0.14,AP20113-0-43
928,white,male,2017-02-01,60625,79952,auto,7.317512780882647,72,65966,True,0.66,AP20172-2-33
929,white,female,2018-03-01,60614,98525,auto,5.411832683455748,60,65689,True,1.51,AP20183-0-17
930,white,male,2013-04-01,60614,159570,home,1.8511317618125094,300,1257495,True,0.15,AP20134-3-79
931,black,female,2013-09-01,60637,7874,auto,4.974936484966732,72,14243,False,0.08,AP20139-2-14
932,white,male,2018-11-01,60625,76036,home,6.327465245111084,300,452776,True,2.2,AP201811-3-58
933,hispanic/latino,male,2018-09-01,60623,13560,personal,4.465756325484148,12,1659,False,1.95,AP20189-2-53
934,other,male,2015-02-01,60637,39273,home,4.302694017859669,300,299037,False,0.11,AP20152-2-51
935,white,male,2018-12-01,60625,28136,auto,7.685408134022156,72,8493,True,2.27,AP201812-2-19
936,white,female,2012-04-01,60611,187389,auto,6.2706426324247095,72,134984,True,0.14,AP20124-2-58
937,black,female,2018-10-01,60637,11528,personal,14.3862353816094,24,2830,False,2.19,AP201810-0-97
938,white,female,2017-02-01,60614,81704,personal,1.2801779987246213,12,29641,False,0.66,AP20172-1-65
939,other,female,2018-04-01,60623,33648,home,2.202356380408276,180,235473,False,1.69,AP20184-2-68
940,black,male,2015-11-01,60615,30116,auto,3.2428743735998258,72,5657,False,0.12,AP201511-2-31
941,white,male,2015-04-01,60611,44070,personal,13.753793215452102,60,38413,True,0.12,AP20154-1-65
942,black,male,2018-07-01,60626,66819,auto,7.366657579846123,72,29490,True,1.91,AP20187-2-76
943,other,male,2013-01-01,60614,145360,auto,5.303428668699953,60,16952,True,0.14,AP20131-2-50
944,black,male,2017-02-01,60637,11171,personal,13.030847210337543,12,1187,False,0.66,AP20172-0-40
945,other,male,2012-11-01,60614,36238,personal,16.07932414221644,18,5976,False,0.16,AP201211-3-94
946,hispanic/latino,female,2012-05-01,60625,41302,home,5.42874587687501,180,293559,False,0.16,AP20125-3-89
947,asian,male,2013-04-01,60625,85038,home,1.6414159258763386,360,720937,True,0.15,AP20134-1-18
948,other,female,2016-05-01,60614,192264,home,1.8068687325448947,300,1429318,True,0.37,AP20165-2-49
949,white,female,2011-02-01,60614,70613,personal,19.354882965114673,12,41442,True,0.16,AP20112-3-29
950,white,female,2015-03-01,60625,66303,auto,4.746810143236687,72,21591,True,0.11,AP20153-2-66
951,hispanic/latino,female,2016-08-01,60625,17029,personal,11.634779470099838,12,1647,False,0.4,AP20168-1-4
952,black,female,2017-06-01,60623,52244,personal,9.316040818067403,24,26697,True,1.04,AP20176-0-72
953,hispanic/latino,male,2018-05-01,60625,95152,personal,15.363874359725024,18,17313,True,1.7,AP20185-0-67
954,black,male,2011-11-01,60637,44753,auto,3.90496118199671,84,58882,False,0.08,AP201111-1-53
955,black,male,2013-10-01,60623,60010,auto,6.142610908517915,84,2946,False,0.09,AP201310-1-97
956,white,male,2014-04-01,60625,61271,auto,4.46805518095649,72,29242,True,0.09,AP20144-0-3
957,black,female,2014-05-01,60615,65746,auto,3.183485454427369,72,21514,False,0.09,AP20145-2-23
958,hispanic/latino,female,2012-01-01,60623,30030,personal,19.220835727337466,48,4395,True,0.08,AP20121-3-3
959,white,female,2016-08-01,60614,119989,home,4.09201543434248,180,779223,False,0.4,AP20168-3-66
960,other,male,2016-03-01,60623,40275,auto,5.224219393591915,72,12860,False,0.36,AP20163-1-23
961,other,male,2013-10-01,60625,94065,home,4.830111292192397,360,591142,True,0.09,AP201310-3-16
962,white,non-binary,2011-11-01,60625,120023,home,2.2482258383149034,300,787474,True,0.08,AP201111-0-19
963,white,female,2017-05-01,60614,277149,home,5.052183076014221,360,1481941,True,0.91,AP20175-1-47
964,white,male,2018-11-01,60626,10841,personal,6.3707611677479985,18,1356,False,2.2,AP201811-3-32
965,hispanic/latino,female,2017-05-01,60625,38448,auto,6.650287173268762,84,33565,True,0.91,AP20175-1-87
966,white,female,2014-06-01,60625,49873,home,2.138912938413507,180,334825,False,0.1,AP20146-0-8
967,other,female,2012-01-01,60637,6648,auto,4.130496222555143,72,17995,False,0.08,AP20121-0-100
968,asian,male,2015-09-01,60614,85372,personal,0.9220461129915071,12,15304,False,0.14,AP20159-3-16
969,white,male,2015-02-01,60611,206626,personal,12.669987539161419,48,2144,False,0.11,AP20152-0-56
970,other,female,2018-12-01,60626,49771,auto,6.860597009653413,60,13960,False,2.27,AP201812-0-92
971,black,female,2013-05-01,60625,23327,home,0.9291814796555676,360,192349,False,0.11,AP20135-1-6
972,other,female,2018-05-01,60615,16099,personal,9.627805251724228,48,5659,True,1.7,AP20185-2-48
973,black,male,2017-04-01,60637,71268,auto,5.976029032590403,84,41418,True,0.9,AP20174-1-52
974,other,male,2015-03-01,60625,7810,auto,5.605975747222667,60,11223,True,0.11,AP20153-3-7
975,other,male,2011-02-01,60611,277722,home,2.9685917209182984,240,2200353,False,0.16,AP20112-2-69
976,white,female,2018-09-01,60611,96868,auto,6.769807469941652,60,68442,True,1.95,AP20189-2-3
977,black,male,2014-06-01,60615,76417,home,1.7129454336731453,360,520319,False,0.1,AP20146-2-83
978,white,female,2016-04-01,60614,26690,home,5.6593327319491165,240,196073,True,0.37,AP20164-3-4
979,asian,male,2018-11-01,60625,23313,auto,7.520089667367516,72,28048,True,2.2,AP201811-1-36
980,other,female,2015-08-01,60625,58384,personal,5.499413924872403,48,78,False,0.14,AP20158-3-97
981,black,female,2016-02-01,60637,39727,auto,7.7290370162929625,84,22392,True,0.38,AP20162-0-51
982,white,male,2018-04-01,60625,125322,auto,5.746533446968819,84,14148,True,1.69,AP20184-2-14
983,white,female,2011-04-01,60615,14174,auto,6.792016963194985,84,14684,False,0.1,AP20114-1-93
984,black,male,2017-07-01,60615,39461,auto,5.915402419588519,84,3131,False,1.15,AP20177-0-24
985,white,female,2016-02-01,60625,76937,auto,5.287192960696249,84,78844,True,0.38,AP20162-3-91
986,other,male,2014-10-01,60614,177090,personal,8.673414779591255,48,23267,True,0.09,AP201410-1-29
987,hispanic/latino,female,2012-03-01,60626,14106,auto,3.9780669228907595,84,18175,False,0.13,AP20123-2-6
988,white,female,2018-02-01,60614,127466,home,2.8781494742665,180,1083979,False,1.42,AP20182-3-66
989,white,male,2018-04-01,60614,296507,home,3.0896016624644167,360,1934930,True,1.69,AP20184-1-23
990,white,female,2011-08-01,60625,17007,auto,3.1273361732230476,72,2380,False,0.1,AP20118-2-19
991,hispanic/latino,female,2016-10-01,60614,83157,home,4.619345889887902,300,656911,True,0.4,AP201610-3-1
992,white,female,2016-10-01,60614,31519,personal,9.201344692846318,24,18369,True,0.4,AP201610-3-56
993,white,female,2015-10-01,60611,100209,auto,4.0861063303032,72,93586,True,0.12,AP201510-3-2
994,white,male,2016-12-01,60625,40037,auto,7.540117967134818,84,11981,True,0.54,AP201612-1-91
995,white,female,2015-05-01,60611,52324,auto,5.4846943115169235,72,47682,True,0.12,AP20155-3-68
996,hispanic/latino,male,2012-08-01,60623,31450,home,1.5506535772957357,360,247590,False,0.13,AP20128-1-72
997,black,female,2015-01-01,60637,15665,personal,17.560644339116063,24,5418,False,0.11,AP20151-0-76
998,asian,male,2017-10-01,60626,53796,auto,5.741173647609754,84,3497,False,1.15,AP201710-1-20
999,asian,female,2013-09-01,60611,61269,home,2.2797853995801,180,502728,False,0.08,AP20139-2-64
1000,hispanic/latino,male,2018-07-01,60623,31103,auto,6.57005560256854,60,16079,False,1.91,AP20187-0-49
1001,white,male,2016-09-01,60614,138125,auto,4.252080668744827,72,10307,True,0.4,AP20169-0-30
1002,hispanic/latino,male,2016-09-01,60614,162664,home,2.7188224184249954,360,1365040,True,0.4,AP20169-3-2
1003,white,female,2017-05-01,60615,86897,personal,4.800340997275496,60,24573,True,0.91,AP20175-1-5
1004,white,female,2015-06-01,60625,1851,home,7.554299638470832,360,15701,False,0.13,AP20156-2-22
1005,asian,female,2013-06-01,60611,165160,auto,5.301964144640792,60,50888,True,0.09,AP20136-2-81
1006,black,female,2017-07-01,60623,61851,home,4.7577746067118944,180,456571,False,1.15,AP20177-3-78
1007,black,female,2011-07-01,60637,1496,auto,4.965585161603089,84,14737,False,0.07,AP20117-2-89
1008,white,female,2016-08-01,60626,8769,personal,6.740802521125026,18,1713,False,0.4,AP20168-1-50
1009,hispanic/latino,male,2017-02-01,60623,5299,personal,5.865494404113075,48,1805,False,0.66,AP20172-0-50
1010,black,male,2017-12-01,60623,56115,home,4.954350395085449,360,486548,False,1.3,AP201712-2-87
1011,black,male,2012-05-01,60637,30978,home,0.9018685084460482,240,210521,False,0.16,AP20125-3-96
1012,hispanic/latino,female,2011-03-01,60623,67710,home,2.3792246465772298,180,529339,False,0.14,AP20113-1-81
1013,asian,male,2012-06-01,60625,42972,personal,0.890751931786319,48,15785,False,0.16,AP20126-0-48
1014,black,female,2017-07-01,60637,23481,auto,4.399894005385882,72,23423,False,1.15,AP20177-2-21
1015,other,male,2014-03-01,60637,49984,personal,12.958426738950989,60,9423,True,0.08,AP20143-1-23
1016,other,female,2017-02-01,60615,17423,personal,5.57514823278134,18,5831,False,0.66,AP20172-0-12
1017,hispanic/latino,male,2018-03-01,60625,85365,auto,6.951511616588297,72,60092,True,1.51,AP20183-2-83
1018,white,male,2013-01-01,60614,158760,home,3.2203468578033427,240,1210277,True,0.14,AP20131-1-79
1019,white,male,2015-06-01,60614,213823,home,2.4702487195073366,360,1170576,True,0.13,AP20156-2-56
1020,white,female,2017-09-01,60625,18068,personal,10.765388378154077,48,3560,False,1.15,AP20179-2-38
1021,hispanic/latino,female,2013-06-01,60625,67425,personal,6.867901175916545,12,7248,False,0.09,AP20136-0-43
1022,white,female,2014-11-01,60614,111575,home,1.3624549801312222,240,765934,True,0.09,AP201411-0-0
1023,hispanic/latino,female,2018-08-01,60623,22798,auto,7.503781274637948,60,16487,False,1.91,AP20188-2-54
1024,white,male,2012-03-01,60614,126935,home,6.424825872983521,300,666678,True,0.13,AP20123-0-14
1025,black,male,2017-06-01,60615,36261,personal,11.152550336286861,24,12624,True,1.04,AP20176-1-69
1026,asian,male,2015-09-01,60626,62882,home,4.081646149034811,300,335484,False,0.14,AP20159-1-3
1027,white,female,2013-06-01,60625,17186,home,2.148051878417098,360,75620,False,0.09,AP20136-3-88
1028,black,female,2012-07-01,60637,67955,auto,4.071121780705348,60,50120,False,0.16,AP20127-3-4
1029,black,male,2015-02-01,60637,79576,home,0.796860253520885,240,570145,False,0.11,AP20152-0-46
1030,white,male,2017-07-01,60625,78644,personal,15.208647094845732,12,19381,True,1.15,AP20177-1-75
1031,white,male,2018-12-01,60614,43293,home,6.407334407190266,180,340547,False,2.27,AP201812-2-35
1032,black,female,2016-12-01,60637,53970,auto,4.152573132602365,84,51740,False,0.54,AP201612-1-61
1033,asian,male,2011-01-01,60626,126519,home,4.782865968685137,300,948149,True,0.17,AP20111-0-26
1034,black,male,2016-02-01,60637,18524,personal,1.3627210114622956,12,7713,False,0.38,AP20162-3-58
1035,black,male,2015-05-01,60615,36981,personal,12.72832468856921,12,3948,False,0.12,AP20155-0-82
1036,other,male,2017-10-01,60626,117367,auto,5.65785364726935,72,56561,True,1.15,AP201710-2-39
1037,black,male,2012-05-01,60615,77380,home,2.6444757798264535,180,551803,False,0.16,AP20125-0-43
1038,black,male,2017-06-01,60637,18775,personal,13.188889601695188,60,61,False,1.04,AP20176-0-36
1039,black,female,2013-02-01,60637,21053,auto,6.0187091799167565,60,26330,False,0.15,AP20132-0-75
1040,hispanic/latino,female,2016-09-01,60625,86128,home,3.973009070167909,360,661285,True,0.4,AP20169-3-54
1041,white,male,2013-08-01,60614,45666,personal,6.752614482660958,12,14645,False,0.08,AP20138-3-59
1042,black,female,2015-03-01,60637,29184,auto,5.36041514971054,72,14901,False,0.11,AP20153-0-71
1043,black,female,2016-02-01,60637,20371,personal,15.001816192452218,24,7516,True,0.38,AP20162-0-24
1044,white,male,2011-11-01,60614,177060,home,2.82690731606901,240,1369799,True,0.08,AP201111-1-6
1045,white,male,2018-08-01,60625,16509,personal,9.568592619327415,18,165,False,1.91,AP20188-3-71
1046,black,female,2013-08-01,60637,12555,auto,4.329003551085541,84,9533,False,0.08,AP20138-2-14
1047,white,male,2017-09-01,60625,6134,personal,6.539629056328735,24,1218,False,1.15,AP20179-3-45
1048,other,female,2018-04-01,60614,59270,auto,4.862251418555564,72,9102,True,1.69,AP20184-3-96
1049,asian,male,2012-02-01,60625,91936,home,2.77324926308454,360,628551,True,0.1,AP20122-3-56
1050,hispanic/latino,male,2018-04-01,60623,37437,personal,18.13314286271024,48,5872,True,1.69,AP20184-2-29
1051,black,female,2016-03-01,60637,60358,home,2.6147790793887205,360,453054,False,0.36,AP20163-0-89
1052,black,male,2016-03-01,60623,30332,personal,12.61073989074769,60,142,False,0.36,AP20163-3-31
1053,black,male,2013-02-01,60637,64742,home,4.944839129528231,300,552657,False,0.15,AP20132-0-61
1054,black,female,2012-04-01,60637,62871,home,3.6156504015675375,180,433378,False,0.14,AP20124-1-100
1055,white,male,2018-05-01,60625,142771,auto,7.861502906669045,60,121674,True,1.7,AP20185-2-31
1056,hispanic/latino,female,2012-10-01,60625,22227,home,2.417763089429399,180,166425,False,0.16,AP201210-2-96
1057,black,female,2013-02-01,60614,157408,home,4.463849831275648,360,1013052,True,0.15,AP20132-2-1
1058,white,female,2012-11-01,60611,134788,home,0.7366750082954087,360,903571,True,0.16,AP201211-1-96
1059,black,female,2015-09-01,60637,19731,home,0.7979727705743146,180,153181,False,0.14,AP20159-2-22
1060,white,female,2012-12-01,60614,13855,personal,6.3438192820377655,18,10357,False,0.16,AP201212-1-77
1061,white,female,2018-07-01,60611,28248,auto,7.878386583185992,84,39309,True,1.91,AP20187-1-8
1062,black,female,2012-04-01,60626,58908,home,3.710632244111158,180,368255,False,0.14,AP20124-1-68
1063,other,male,2015-05-01,60614,104036,home,5.1194997372848725,360,880189,True,0.12,AP20155-0-30
1064,black,male,2017-06-01,60637,52316,auto,6.163381345537768,84,9952,False,1.04,AP20176-1-13
1065,black,male,2015-01-01,60623,29152,auto,6.301834609790277,72,27208,False,0.11,AP20151-3-39
1066,hispanic/latino,male,2015-08-01,60623,54765,auto,4.753179992968259,72,31779,False,0.14,AP20158-1-30
1067,asian,male,2017-05-01,60614,153463,home,5.586057914796766,180,1110021,False,0.91,AP20175-3-90
1068,hispanic/latino,male,2017-01-01,60623,34691,personal,19.384641952371517,12,6681,False,0.65,AP20171-2-47
1069,other,female,2018-05-01,60614,144779,auto,7.062922976616185,60,1787,False,1.7,AP20185-2-20
1070,white,female,2015-06-01,60625,36418,home,2.777377924166575,360,251940,True,0.13,AP20156-2-68
1071,black,male,2017-02-01,60623,30456,auto,4.798538924169602,72,5756,False,0.66,AP20172-0-13
1072,white,female,2017-06-01,60625,85700,auto,7.57303745025395,72,8358,True,1.04,AP20176-1-81
1073,asian,male,2012-08-01,60625,8126,personal,12.645115075126617,60,3828,True,0.13,AP20128-0-95
1074,black,female,2012-01-01,60623,79600,home,4.762741850126146,360,344833,False,0.08,AP20121-2-36
1075,white,female,2014-02-01,60611,41075,home,5.343000087247738,360,312461,True,0.07,AP20142-3-67
1076,white,female,2011-08-01,60614,95962,auto,5.074589142987225,60,76239,True,0.1,AP20118-1-49
1077,black,female,2013-11-01,60615,6591,auto,1.3554435648574539,72,15901,False,0.08,AP201311-2-55
1078,white,male,2017-07-01,60614,10979,personal,4.3263113413129926,60,3979,False,1.15,AP20177-3-91
1079,hispanic/latino,female,2016-09-01,60625,90351,home,4.751747685533783,360,550892,True,0.4,AP20169-2-64
1080,black,female,2017-01-01,60615,4630,personal,6.509816117218525,60,540,False,0.65,AP20171-3-73
1081,white,male,2018-05-01,60637,84764,home,1.8628779161085196,180,457032,False,1.7,AP20185-1-28
1082,white,female,2017-05-01,60637,47761,personal,3.2754124147282306,48,9451,False,0.91,AP20175-1-100
1083,asian,male,2017-09-01,60626,16607,auto,5.360663198531375,60,2065,False,1.15,AP20179-0-58
1084,black,male,2018-10-01,60615,6235,personal,10.733881194931579,60,1265,False,2.19,AP201810-2-63
1085,white,male,2016-06-01,60614,152290,personal,6.86271385728683,12,44785,True,0.38,AP20166-1-76
1086,hispanic/latino,female,2017-03-01,60623,32962,auto,4.644353755979851,72,17258,False,0.79,AP20173-2-54
1087,other,male,2018-06-01,60625,45205,auto,6.575112658759873,72,1415,False,1.82,AP20186-0-38
1088,hispanic/latino,male,2011-05-01,60625,149221,home,4.86171684492057,240,809447,True,0.09,AP20115-1-71
1089,asian,male,2013-01-01,60614,139201,home,4.0053072281076885,300,1035514,True,0.14,AP20131-0-50
1090,hispanic/latino,female,2018-07-01,60625,86951,home,3.9960614266884003,180,547220,False,1.91,AP20187-1-76
1091,black,female,2017-08-01,60637,14701,auto,5.916190865047673,72,14404,False,1.16,AP20178-1-16
1092,white,non-binary,2012-04-01,60625,62005,auto,5.412938004724724,60,31600,True,0.14,AP20124-0-67
1093,other,male,2013-01-01,60614,221904,home,3.0883271498518785,360,1377650,True,0.14,AP20131-2-89
1094,white,female,2016-05-01,60614,68699,home,2.6260494653507074,240,489042,True,0.37,AP20165-2-16
1095,white,male,2015-05-01,60611,50383,personal,0.4671543567452322,12,5020,False,0.12,AP20155-2-12
1096,white,male,2018-08-01,60637,18902,personal,15.077272497025865,24,3671,False,1.91,AP20188-1-7
