race,gender,date,zip,income,type,interest,term,principal,approved,adj_bls_2,id
hispanic/latino,male,2016-10-01,60625,107664.0,home,2.0941199550845315,360,590441.0,True,0.4,AP201610-1-74
white,female,2015-07-01,60615,17527.0,home,2.6605379646159872,180,143603.0,False,0.13,AP20157-3-58
white,female,2016-10-01,60625,86911.0,home,4.472326615985299,360,621373.0,True,0.4,AP201610-3-84
hispanic/latino,male,2014-05-01,60623,15191.0,auto,5.889718296891173,60,23851.0,False,0.09,AP20145-2-81
white,male,2018-05-01,60614,149169.0,personal,16.48094976767079,18,6606.0,False,1.7,AP20185-2-59
hispanic/latino,female,2013-09-01,60614,74189.0,home,2.359246723342541,300,472281.0,True,0.08,AP20139-1-16
other,female,2011-07-01,60623,23652.0,home,3.853101029101373,300,146349.0,False,0.07,AP20117-2-19
black,male,2017-12-01,60637,56434.0,home,4.234617820066104,240,327067.0,False,1.3,AP201712-2-88
hispanic/latino,male,2014-02-01,60626,4959.0,personal,15.008659804928723,18,1281.0,False,0.07,AP20142-2-90
black,female,2012-06-01,60626,47413.0,personal,12.390799799103103,18,6831.0,False,0.16,AP20126-3-99
black,male,2014-01-01,60637,45518.0,home,3.4965394829604124,360,294997.0,False,0.07,AP20141-2-48
black,male,2016-03-01,60637,58118.0,auto,4.549704481831453,84,31146.0,True,0.36,AP20163-1-77
white,female,2015-10-01,60615,88636.0,auto,4.982272166846886,60,25430.0,False,0.12,AP201510-3-79
black,male,2015-07-01,60626,53587.0,home,3.01430679830045,180,477630.0,False,0.13,AP20157-1-31
hispanic/latino,female,2015-05-01,60623,22424.0,auto,5.7002307307004445,72,6349.0,False,0.12,AP20155-1-69
white,male,2014-10-01,60611,196248.0,home,3.4949655434121643,240,1681940.0,False,0.09,AP201410-0-18
black,female,2012-01-01,60615,42319.0,auto,5.356428424000839,72,47347.0,False,0.08,AP20121-0-100
white,female,2013-03-01,60623,32263.0,personal,8.365643088698203,48,3749.0,False,0.14,AP20133-2-43
other,male,2018-05-01,60614,186446.0,personal,8.505112313341623,60,30630.0,True,1.7,AP20185-1-28
white,male,2016-12-01,60614,61768.0,auto,6.466240345654842,72,10565.0,True,0.54,AP201612-3-31
other,male,2018-05-01,60625,20903.0,auto,6.920913003694556,72,14533.0,True,1.7,AP20185-0-94
black,male,2013-08-01,60623,89961.0,home,1.0073118320837549,300,575878.0,False,0.08,AP20138-3-32
white,female,2012-03-01,60626,,personal,9.001108521572663,18,8567.0,False,0.13,AP20123-2-47
white,male,2018-08-01,60637,51231.0,auto,5.293354541960989,60,17281.0,False,1.91,AP20188-2-21
other,female,2018-10-01,60623,19361.0,personal,16.93307227185158,18,8432.0,True,2.19,AP201810-3-58
hispanic/latino,male,2013-04-01,60626,92041.0,home,3.330018873808457,240,704972.0,False,0.15,AP20134-1-19
white,female,2011-06-01,60614,191279.0,home,3.1678608460338373,180,1381170.0,False,0.09,AP20116-3-40
black,male,2016-04-01,60615,,auto,5.537190149806762,72,11342.0,False,0.37,AP20164-1-77
asian,female,2016-03-01,60614,123979.0,auto,4.357988505373583,72,129661.0,True,0.36,AP20163-1-23
white,female,2015-09-01,60614,,auto,5.693383287413919,72,12783.0,True,0.14,AP20159-2-47
other,male,2014-01-01,60626,,auto,2.778492994836861,60,34203.0,False,0.07,AP20141-0-6
hispanic/latino,male,2017-08-01,60623,55975.0,home,4.60421194339014,360,352621.0,False,1.16,AP20178-3-88
hispanic/latino,male,2018-03-01,60623,15384.0,personal,12.11335484103523,12,7501.0,False,1.51,AP20183-1-49
white,female,2011-10-01,60615,25671.0,auto,5.946348750046561,84,3123.0,False,0.07,AP201110-1-51
hispanic/latino,male,2014-01-01,60625,130217.0,home,1.4824576361743396,360,856065.0,True,0.07,AP20141-2-93
white,male,2017-08-01,60625,86024.0,auto,6.89040934647747,72,10935.0,True,1.16,AP20178-0-62
white,male,2014-07-01,60614,238616.0,auto,4.7452319970445584,72,38931.0,True,0.09,AP20147-1-50
black,male,2015-06-01,60615,,auto,4.604785080265967,60,59763.0,False,0.13,AP20156-0-55
black,male,2013-12-01,60637,8799.0,personal,9.145575451534377,12,3661.0,False,0.09,AP201312-2-58
white,female,2011-09-01,60626,86333.0,home,5.513072192426561,360,592746.0,True,0.08,AP20119-1-54
Hispanic,female,2015-08-01,60626,23782.0,personal,6.785223947558996,60,3034.0,False,0.14,AP20158-3-75
hispanic/latino,male,2013-03-01,60623,32047.0,auto,5.989019122665542,60,23232.0,False,0.14,AP20133-3-94
black,male,2014-08-01,60623,5895.0,personal,7.4210082128294825,60,1216.0,False,0.09,AP20148-0-27
hispanic/latino,male,2011-08-01,60625,123672.0,auto,5.814809728652139,72,98.0,False,0.1,AP20118-3-75
black,female,2017-10-01,60623,19233.0,auto,6.452502764074664,60,19937.0,False,1.15,AP201710-3-54
hispanic/latino,female,2012-11-01,60623,25283.0,home,4.94224764789252,360,174965.0,False,0.16,AP201211-3-83
hispanic/latino,,2012-05-01,60625,63134.0,personal,8.096763296509945,12,13713.0,False,0.16,AP20125-3-56
,male,2018-07-01,60614,211303.0,home,6.345344682667166,300,1755602.0,True,1.91,AP20187-2-72
other,female,2015-08-01,60614,241178.0,home,2.9914468900338687,240,1658450.0,True,0.14,AP20158-2-15
black,male,2018-01-01,60615,137071.0,home,2.430865685852743,360,764304.0,False,1.41,AP20181-2-63
white,male,2018-06-01,60611,91807.0,home,6.54150695265521,360,677644.0,True,1.82,AP20186-1-47
white,male,2016-12-01,60626,53265.0,auto,5.179109633400474,72,19807.0,False,0.54,AP201612-0-16
white,female,2017-01-01,60625,43866.0,auto,6.819689856642267,84,1069.0,False,0.65,AP20171-3-63
white,male,2018-11-01,60611,80301.0,auto,7.3657154393857835,84,31655.0,True,2.2,AP201811-2-80
Black,male,2015-05-01,60637,26123.0,auto,4.9094277567474975,72,624.0,False,0.12,AP20155-0-30
white,female,2013-06-01,60615,51095.0,home,0.210841073873025,360,304634.0,False,0.09,AP20136-3-53
other,female,2012-10-01,60615,45606.0,home,6.456736461368162,300,250337.0,False,0.16,AP201210-2-37
other,male,2018-09-01,60614,15105.0,personal,9.763756361749506,60,1904.0,False,1.95,AP20189-0-99
black,female,2017-03-01,60637,38009.0,auto,5.56750704463543,60,52599.0,False,0.79,AP20173-1-90
white,male,2015-09-01,60625,79272.0,auto,4.847843061208978,72,19345.0,True,0.14,AP20159-2-82
asian,female,2016-12-01,60625,,personal,0.5652902049381412,48,41485.0,False,0.54,AP201612-0-5
black,female,2018-12-01,60615,,personal,14.570477856365034,60,5195.0,True,2.27,AP201812-3-30
white,female,2012-12-01,60611,,auto,5.454846313603778,72,28153.0,True,0.16,AP201212-2-24
other,female,2015-10-01,60614,5304.0,personal,1.8127191216099527,24,91.0,False,0.12,AP201510-1-27
white,female,2013-01-01,60614,75899.0,home,1.876657056055214,360,621031.0,True,0.14,AP20131-0-18
other,male,2013-08-01,60625,15806.0,auto,5.655039838148314,72,17601.0,True,0.08,AP20138-2-4
hispanic/latino,male,2012-07-01,60623,62174.0,home,2.426361914247516,240,285329.0,False,0.16,AP20127-3-14
hispanic/latino,male,2013-01-01,60623,25398.0,personal,2.9800674259340387,24,6893.0,False,0.14,AP20131-3-7
black,female,2011-12-01,60623,45105.0,home,0.3799720492002729,240,294827.0,False,0.07,AP201112-2-37
black,male,2017-08-01,60637,50969.0,personal,4.793155814472561,48,9646.0,False,1.16,AP20178-0-8
white,female,2013-12-01,60611,43355.0,home,4.698881440454624,300,276211.0,True,0.09,AP201312-0-90
asian,female,2016-07-01,60615,48613.0,auto,5.456237102056762,72,13885.0,False,0.39,AP20167-0-98
hispanic/latino,female,2012-05-01,60623,17230.0,personal,12.08550927958378,18,3317.0,False,0.16,AP20125-1-55
asian,male,2015-04-01,60625,69284.0,home,3.5216543988522977,360,484430.0,True,0.12,AP20154-1-92
black,male,2017-04-01,60623,26426.0,personal,15.719601693944005,48,1333.0,False,0.9,AP20174-3-42
white,female,2012-07-01,60626,27346.0,auto,4.327480755029186,60,25635.0,False,0.16,AP20127-0-60
black,male,2013-07-01,60623,26960.0,personal,13.630785419681757,18,4464.0,False,0.09,AP20137-2-76
white,male,2014-12-01,60614,,home,0.72629283659941,360,1631915.0,True,0.12,AP201412-0-4
white,female,2015-03-01,60614,,personal,5.259985993663847,12,9855.0,False,0.11,AP20153-1-11
other,male,2011-09-01,60626,63692.0,home,5.1457187778520606,300,468729.0,False,0.08,AP20119-2-88
hispanic/latino,female,2015-10-01,60625,13959.0,auto,5.9474431622760315,72,22049.0,True,0.12,AP201510-3-51
other,female,2017-07-01,60626,19683.0,personal,1.4323668180555287,60,3440.0,False,1.15,AP20177-1-5
black,female,2018-12-01,60637,21292.0,personal,17.526808660389367,24,1266.0,False,2.27,AP201812-1-78
black,female,2017-03-01,60637,45882.0,personal,11.394752185997572,18,1649.0,False,0.79,AP20173-2-8
white,female,2017-05-01,60611,24832.0,home,1.6309139398580035,240,215640.0,False,0.91,AP20175-1-64
asian,male,2013-09-01,60611,4309.0,personal,3.6488044243416358,12,552.0,False,0.08,AP20139-1-79
white,male,2014-03-01,60614,38734.0,home,2.8370934876384495,360,231687.0,True,0.08,AP20143-3-16
asian,male,2017-07-01,60611,153983.0,auto,7.0525633184711225,72,31214.0,True,1.15,AP20177-0-82
black,male,2017-12-01,60625,103583.0,home,5.595421440979701,360,688234.0,True,1.3,AP201712-1-47
white,female,2017-07-01,60625,95121.0,auto,6.3916861443456945,60,83958.0,True,1.15,AP20177-3-11
hispanic/latino,female,2017-03-01,60625,10879.0,home,5.149401512305926,240,73863.0,False,0.79,AP20173-0-34
black,male,2015-07-01,60615,45142.0,auto,5.746226262961602,72,17892.0,False,0.13,AP20157-1-64
black,male,2016-11-01,60637,176974.0,personal,11.75241430841688,48,78114.0,True,0.41,AP201611-2-87
Black,male,2018-01-01,60626,37507.0,auto,6.422914860768004,72,634.0,False,1.41,AP20181-3-9
black,female,2013-06-01,60615,,home,1.13631496480507,300,240551.0,False,0.09,AP20136-0-16
hispanic/latino,male,2018-04-01,60625,137505.0,home,3.9393054782296786,360,952749.0,True,1.69,AP20184-2-36
hispanic/latino,female,2018-08-01,60623,43040.0,home,7.814780694912889,360,292619.0,False,1.91,AP20188-1-58
black,female,2018-04-01,60623,8665.0,personal,5.730319680645968,60,1499.0,False,1.69,AP20184-2-95
asian,male,2018-03-01,60625,77560.0,home,2.992800141671017,360,347098.0,True,1.51,AP20183-1-9
white,male,2017-10-01,60626,32253.0,home,1.5303355833896775,240,208971.0,False,1.15,AP201710-2-52
white,male,2015-05-01,60615,61911.0,auto,6.284527143549318,84,64221.0,False,0.12,AP20155-2-68
African-American,male,2012-05-01,60614,79647.0,auto,5.123398087601694,72,17470.0,True,0.16,AP20125-2-60
white,female,2016-09-01,60614,33278.0,personal,12.04034281493362,60,15069.0,True,0.4,AP20169-3-19
hispanic/latino,female,2012-01-01,60626,47099.0,auto,4.851535316299673,72,25784.0,False,0.08,AP20121-0-59
hispanic/latino,male,2013-08-01,60625,21460.0,auto,5.258107729813276,60,6062.0,False,0.08,AP20138-0-18
white,female,2016-06-01,60626,48496.0,personal,6.295842977756848,12,6594.0,False,0.38,AP20166-0-59
white,male,2017-06-01,60625,131838.0,auto,4.637170229264334,84,67855.0,True,1.04,AP20176-2-12
white,male,2011-05-01,60626,44469.0,personal,9.283898839558027,60,15299.0,True,0.09,AP20115-0-94
black,male,2017-02-01,60623,60201.0,auto,4.345850793713475,84,13872.0,False,0.66,AP20172-2-0
other,female,2018-06-01,60625,41481.0,personal,11.767915876441823,48,6516.0,True,1.82,AP20186-2-81
white,female,2012-02-01,60614,155877.0,home,4.694047807767554,360,1252705.0,True,0.1,AP20122-1-31
other,male,2015-07-01,60623,42828.0,auto,5.298720155478451,84,38618.0,False,0.13,AP20157-2-79
other,male,2011-07-01,60614,264114.0,personal,6.065840182057027,18,65001.0,True,0.07,AP20117-0-62
white,male,2017-07-01,60625,63341.0,home,4.60094598635969,360,460188.0,True,1.15,AP20177-0-67
white,male,2017-01-01,60611,283772.0,auto,6.133028540000281,72,279613.0,True,0.65,AP20171-3-87
black,male,2018-05-01,60637,21582.0,home,3.638343643865827,360,165821.0,False,1.7,AP20185-0-93
hispanic/latino,male,2015-09-01,60614,33262.0,auto,5.778224093128964,60,11775.0,True,0.14,AP20159-3-53
other,male,2016-05-01,60614,,auto,6.243500449165863,72,259106.0,True,0.37,AP20165-3-97
black,female,2015-01-01,60623,37733.0,home,2.2663820733016515,180,276430.0,False,0.11,AP20151-2-49
white,female,2017-03-01,60614,36392.0,auto,,72,2846.0,False,0.79,AP20173-2-32
black,female,2017-10-01,60637,32536.0,personal,8.086584616213269,12,9579.0,False,1.15,AP201710-1-90
other,female,2013-07-01,60626,,home,2.6024356886653033,240,649474.0,False,0.09,AP20137-1-10
African-American,female,2013-01-01,60623,42820.0,personal,6.204842255832355,18,11707.0,False,0.14,AP20131-0-7
white,female,2016-07-01,60611,139807.0,home,1.7592831371199602,360,969548.0,True,0.39,AP20167-0-34
black,female,2013-02-01,60615,28273.0,home,5.169869747985269,240,167362.0,False,0.15,AP20132-0-48
black,female,2018-07-01,60637,28772.0,personal,8.169612429679892,12,11236.0,False,1.91,AP20187-2-57
white,male,2016-06-01,60625,41835.0,auto,3.9668371417807746,60,13669.0,True,0.38,AP20166-1-18
white,female,2018-09-01,60637,48824.0,home,4.554713712307947,180,398996.0,False,1.95,AP20189-0-35
asian,male,2017-05-01,60614,262034.0,home,4.3138966403174095,360,1567211.0,True,0.91,AP20175-0-72
black,female,2016-03-01,60623,12272.0,auto,5.585245259684466,72,20349.0,False,0.36,AP20163-3-58
other,male,2013-05-01,60614,70107.0,home,3.424024245408581,360,493184.0,True,0.11,AP20135-2-38
other,male,2017-01-01,60611,45734.0,home,6.345636403171417,240,281492.0,True,0.65,AP20171-1-12
other,female,2014-03-01,60614,,home,0.4004359512018349,360,1366882.0,True,0.08,AP20143-2-90
white,male,2018-12-01,60614,228313.0,personal,13.34390858414637,60,17698.0,True,2.27,AP201812-2-43
hispanic/latino,male,2016-12-01,60623,34846.0,auto,4.493433860473022,72,5792.0,False,0.54,AP201612-1-74
black,female,2016-04-01,60623,,personal,13.823123086863658,18,10197.0,True,0.37,AP20164-2-13
black,male,2016-06-01,60637,26963.0,home,6.744596730525055,240,211229.0,False,0.38,AP20166-0-9
hispanic/latino,male,2015-12-01,60623,68812.0,home,7.264572869745134,240,461756.0,False,0.24,AP201512-2-18
black,female,2016-09-01,60623,7494.0,auto,6.450805096758925,60,23094.0,False,0.4,AP20169-0-64
white,female,2017-06-01,60614,248000.0,home,2.9208209594695016,360,1966665.0,True,1.04,AP20176-0-85
white,female,2014-10-01,60637,,personal,21.574049706393176,48,10681.0,True,0.09,AP201410-0-84
white,female,2013-01-01,60626,8174.0,personal,1.3141177779233923,18,1377.0,False,0.14,AP20131-2-15
hispanic/latino,female,2012-02-01,60625,41451.0,personal,17.60256335426591,48,6263.0,True,0.1,AP20122-1-100
white,female,2013-07-01,60637,55912.0,home,3.835053683108633,240,379722.0,False,0.09,AP20137-1-69
other,female,2018-10-01,60637,63208.0,home,8.51872615311573,360,532751.0,True,2.19,AP201810-3-35
white,female,2018-10-01,60615,77843.0,home,3.796933334945982,360,382419.0,False,2.19,AP201810-1-69
white,male,2017-05-01,60614,50965.0,home,3.3635000135429767,300,359865.0,True,0.91,AP20175-1-80
black,female,2017-02-01,60625,66906.0,auto,4.007013619552626,72,7860.0,False,0.66,AP20172-3-27
hispanic/latino,female,2016-03-01,60623,53316.0,auto,5.030425947347129,72,1583.0,False,0.36,AP20163-0-44
black,,2018-06-01,60615,106601.0,home,8.08575133576394,360,681689.0,True,1.82,AP20186-1-70
hispanic/latino,female,2016-11-01,60614,,home,5.058992161751746,360,453326.0,True,0.41,AP201611-2-97
other,male,2013-04-01,60637,635.0,auto,3.314819874773878,84,14838.0,False,0.15,AP20134-1-61
white,female,2015-08-01,60626,102233.0,auto,2.66446786921645,60,29009.0,False,0.14,AP20158-3-4
hispanic/latino,female,2018-01-01,60614,74475.0,personal,15.134914340120087,24,4393.0,False,1.41,AP20181-1-19
asian,female,2018-09-01,60625,26773.0,personal,9.775038730218686,24,1636.0,False,1.95,AP20189-2-2
black,female,2012-06-01,60637,37764.0,auto,4.806404685424786,60,25040.0,False,0.16,AP20126-0-39
asian,male,2017-02-01,60637,64669.0,home,1.5292695186771113,360,444760.0,False,0.66,AP20172-0-47
white,male,2018-01-01,60625,24729.0,home,6.49346656391493,300,136139.0,True,1.41,AP20181-0-98
asian,male,2014-02-01,60625,106947.0,home,2.013751242033679,300,675378.0,True,0.07,AP20142-2-45
black,female,2015-08-01,60637,33594.0,auto,3.6380520283277074,84,12525.0,False,0.14,AP20158-0-44
white,male,2018-11-01,60614,155188.0,home,3.3626033374941056,180,1131914.0,False,2.2,AP201811-2-66
hispanic/latino,male,2015-04-01,60623,44354.0,auto,3.12188873810548,72,11310.0,False,0.12,AP20154-1-25
white,male,2016-02-01,60637,26647.0,auto,4.6034739580951,72,16450.0,False,0.38,AP20162-3-95
white,female,2015-08-01,60614,100915.0,home,1.0855960257559394,360,689281.0,True,0.14,AP20158-1-20
hispanic/latino,female,2016-11-01,60623,15746.0,auto,5.363204305445497,84,,False,0.41,AP201611-1-13
black,male,2018-08-01,60637,39464.0,auto,8.036680899385434,72,22561.0,False,1.91,AP20188-3-95
white,male,2013-06-01,60611,246114.0,auto,5.322598854561479,72,14084.0,True,0.09,AP20136-1-63
black,male,2015-04-01,60626,21270.0,auto,6.603897094506682,72,9844.0,False,0.12,AP20154-2-77
other,female,2013-12-01,60626,14566.0,personal,7.279811655922382,24,2943.0,False,0.09,AP201312-3-13
White,female,2016-05-01,60614,37104.0,home,4.655484746165436,360,283389.0,True,0.37,AP20165-2-73
white,male,2016-08-01,60611,421414.0,home,3.235814862092826,240,3355563.0,False,0.4,AP20168-1-33
white,male,2011-11-01,60614,32431.0,auto,3.5268872053281863,84,8406.0,True,0.08,AP201111-1-37
hispanic/latino,female,2011-08-01,60623,38285.0,home,2.2133837144137263,360,327860.0,False,0.1,AP20118-0-52
other,male,2018-11-01,60614,69881.0,auto,6.11583511270447,72,2363.0,False,2.2,AP201811-3-13
hispanic/latino,male,2012-05-01,60626,35425.0,personal,8.869842609140566,24,14859.0,True,0.16,AP20125-2-100
hispanic/latino,female,2015-03-01,60625,48277.0,auto,4.687178834892744,72,35722.0,True,0.11,AP20153-2-78
hispanic/latino,male,2013-07-01,60615,138851.0,home,2.805468650810604,360,,True,0.09,AP20137-0-97
white,female,2018-08-01,60614,14680.0,personal,13.749742339145149,60,2407.0,False,1.91,AP20188-2-93
white,female,2018-02-01,60611,22275.0,personal,6.241873970064781,24,8493.0,False,1.42,AP20182-0-79
white,male,2017-12-01,60625,72502.0,home,7.87049379332106,240,524245.0,True,1.3,AP201712-3-57
other,male,2018-05-01,60637,,auto,6.568397792805208,72,25103.0,False,1.7,AP20185-3-78
white,female,2015-03-01,60637,28361.0,auto,2.737883635075905,72,12904.0,False,0.11,AP20153-0-92
black,female,2016-11-01,60615,44750.0,home,2.310067208894158,180,307668.0,False,0.41,AP201611-1-24
white,male,2013-05-01,60637,66672.0,auto,4.241057580069097,84,18565.0,False,0.11,AP20135-0-56
white,female,2012-05-01,60637,40498.0,home,2.331336047404508,240,248233.0,False,0.16,AP20125-3-76
white,male,2015-08-01,60611,262461.0,personal,6.817590897027058,60,61118.0,True,0.14,AP20158-1-69
black,male,2013-07-01,60626,111106.0,home,1.7417192731348536,240,613842.0,False,0.09,AP20137-1-73
white,male,2016-09-01,60625,62448.0,home,1.9342351613510758,360,482175.0,True,0.4,AP20169-0-22
other,male,2015-07-01,60625,132903.0,home,0.13075412911765982,300,1017160.0,False,0.13,AP20157-1-7
asian,female,2017-02-01,60625,,home,1.1891458084817006,360,,True,0.66,AP20172-0-42
asian,female,2015-11-01,60614,102421.0,home,0.8039737528110117,360,691300.0,True,0.12,AP201511-2-62
hispanic/latino,female,2016-05-01,60626,64680.0,auto,4.554248598149245,60,12002.0,False,0.37,AP20165-1-28
hispanic/latino,male,2016-10-01,60626,10627.0,auto,5.291794397490842,72,23696.0,False,0.4,AP201610-3-21
black,male,2018-05-01,60623,1206.0,auto,6.577136050478736,84,15286.0,False,1.7,AP20185-2-96
black,female,2012-12-01,60626,96157.0,personal,10.075144681723392,60,26790.0,True,0.16,AP201212-1-55
white,female,2018-11-01,60614,,auto,8.07156472974846,72,131290.0,True,2.2,AP201811-0-48
white,female,2013-09-01,60615,52206.0,home,2.7068116451356863,360,340103.0,False,0.08,AP20139-0-20
